id,school,sex,age.x,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian.x,traveltime.x,studytime.x,failures.x,schoolsup.x,famsup.x,paid.x,activities.x,higher.x,romantic.x,famrel.x,freetime.x,goout.x,Dalc.x,Walc.x,health.x,absences.x,G1.x,G2.x,G3.x,guardian.y,traveltime.y,studytime.y,failures.y,schoolsup.y,famsup.y,paid.y,activities.y,higher.y,romantic.y,famrel.y,freetime.y,goout.y,Dalc.y,Walc.y,health.y,absences.y,G1.y,G2.y,G3.y,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
271,GP,M,16,U,LE3,T,4,3,teacher,other,course,no,yes,mother,1,1,0,no,no,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,mother,1,1,0,no,no,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,4,4,4,4,4,4,4,2,2,2,4,4,4,5,4,4,3,4,2,2,3,1,1,4,5,4,4,4,1,1,1,1,2,3,3,4,4,3,3,3,3,2,3,2,3,5,1,5,2,2,4,1,3,4,4,1,4,4,2,2,5,2,2,4,3,3,4,3,2,2,2,4,3,5,5,5,1,3,3,2,2,1,4,2,4,4,1,4,1,4,5,4,5,2,5,3,4,3,3,2,4,2,2,2,2,3,4,4,4,4,4,3,4,3,1,2,3,4,4,2,2,3,5,4,4,5,4,2,1,2,1,1,4,3,4,4,4,5,4,4,4,3,4,5,2,4,3,4,3,3,4,3,4,3,1,4,4,2,5,4,4,5,3
272,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,no,no,mother,1,2,0,no,yes,yes,yes,yes,yes,3,5,2,2,2,1,2,15,14,14,mother,1,2,0,no,yes,no,yes,yes,yes,3,5,2,2,2,1,2,16,17,18,3,4,4,4,5,4,5,3,2,3,4,1,5,5,5,4,4,4,2,1,2,2,1,4,4,3,4,5,2,1,2,2,2,4,3,4,2,4,4,3,1,2,2,3,2,5,3,5,4,1,3,1,3,4,4,1,4,2,2,4,3,2,4,3,2,1,2,4,3,3,2,5,4,5,4,4,5,2,2,3,0,1,4,3,5,3,4,4,2,3,2,3,2,4,5,4,4,3,3,4,3,1,1,4,4,4,3,3,2,2,2,2,3,4,2,2,3,4,4,3,4,4,4,3,4,4,3,4,2,2,2,2,1,2,2,4,3,4,4,4,4,4,2,4,2,4,4,4,3,2,2,2,4,1,1,3,2,1,1,2,5,4,4
273,GP,M,17,R,GT3,T,1,2,at_home,other,home,yes,no,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,4,8,9,10,mother,1,2,0,no,no,no,no,yes,no,3,1,3,1,5,3,6,9,9,10,5,4,0,4,5,4,5,2,2,1,3,4,4,5,4,4,4,4,3,2,2,1,4,4,5,1,5,2,4,1,1,1,2,4,3,2,3,4,3,2,2,2,1,4,5,5,3,5,4,1,3,2,1,5,4,4,4,1,1,3,5,1,0,4,5,4,5,5,2,2,2,2,2,2,5,5,1,2,2,1,5,1,4,2,5,4,4,4,5,2,4,2,2,5,3,4,3,4,3,5,4,2,2,2,2,2,4,2,4,5,3,4,4,2,2,1,2,4,2,1,2,4,4,3,4,4,2,3,2,4,0,2,2,3,4,4,3,3,4,4,0,3,2,4,4,4,4,4,2,3,4,0,3,4,4,4,2,3,4,1,4,2,4
274,GP,M,17,R,GT3,T,1,3,other,other,course,yes,yes,father,3,2,1,no,yes,no,yes,yes,no,5,2,4,1,4,5,20,9,7,8,father,3,2,1,no,yes,no,yes,yes,no,5,2,4,1,4,5,14,12,11,11,3,3,3,2,4,4,4,3,2,2,3,3,4,5,4,3,3,3,4,3,3,3,4,3,4,3,3,3,2,3,3,3,3,3,3,4,2,3,3,3,2,2,3,3,4,3,3,3,2,3,2,2,2,5,5,5,5,5,3,3,4,2,4,4,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,1,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,2,3,3,2,3,3,3,4,4,3,4,3,4,3,3,4,3,3,3,3,3,4,4,3,4,3,3,3,4,3,2,3,3,2,3,3,2,3,5,4,5,3,4,4,4,4,4,3,2,3,2,3,3,3,1,3,3,3,1,3,4,3
275,GP,M,17,R,GT3,T,2,1,other,other,course,no,yes,mother,1,1,0,no,no,no,no,yes,no,4,4,2,2,4,5,0,8,12,12,mother,1,1,0,no,no,no,no,yes,no,4,4,2,2,4,5,0,12,12,13,2,4,2,2,2,2,2,5,2,3,5,4,4,3,4,3,4,4,1,4,4,3,2,1,1,2,3,2,5,5,5,5,3,2,3,2,2,2,4,2,2,3,2,2,3,4,2,4,3,2,3,3,1,1,1,3,1,2,5,5,5,5,5,2,2,1,1,1,4,5,2,5,4,2,2,2,3,4,4,3,3,1,4,2,4,2,3,4,2,2,2,3,3,5,5,5,5,4,4,4,1,1,1,5,4,4,5,5,2,1,5,2,2,5,4,5,5,5,2,4,2,1,2,5,4,4,4,5,1,5,1,2,2,5,5,5,4,5,5,4,5,2,2,4,2,1,3,3,5,4,4,4,4,4,4,4,1,3,4,3,2,4,1
276,GP,M,17,R,GT3,T,2,2,other,other,course,yes,yes,father,2,2,0,no,yes,yes,yes,yes,no,4,5,2,1,1,1,4,11,11,11,father,2,2,0,no,yes,no,yes,yes,no,4,5,2,1,1,1,0,12,13,13,3,4,4,4,4,3,4,2,2,2,4,4,5,5,4,4,4,4,2,2,1,2,2,4,5,2,4,3,2,2,1,2,2,4,5,4,4,5,4,3,2,3,4,2,2,4,3,4,2,2,4,2,2,4,4,3,4,5,2,3,4,2,4,0,2,3,3,4,3,2,2,4,4,4,4,4,2,2,3,3,3,4,2,3,2,3,3,2,2,4,4,0,4,0,4,4,4,3,4,4,4,2,2,3,3,4,2,4,3,3,2,2,4,4,2,2,4,4,2,3,2,2,4,5,5,5,2,2,2,2,2,2,2,3,3,4,3,4,4,4,4,4,2,5,3,4,5,5,2,2,2,2,2,4,3,4,4,3,4,4,2,4,3
277,GP,M,17,R,GT3,T,2,2,services,other,course,yes,yes,mother,4,1,0,no,yes,no,no,yes,no,4,4,5,5,5,4,8,11,10,10,mother,4,1,0,no,yes,no,no,yes,no,4,4,5,5,5,4,2,11,10,10,4,4,4,4,4,4,5,4,2,4,1,2,4,4,4,3,5,0,4,3,4,3,4,2,2,4,4,4,1,2,4,3,2,2,3,1,4,4,4,4,2,4,2,2,4,5,4,4,3,1,2,1,1,2,4,2,4,5,2,3,4,2,4,4,2,2,2,2,5,2,4,5,4,4,4,4,2,4,4,1,2,2,4,2,2,3,2,3,1,4,4,4,4,2,5,4,5,3,3,4,4,2,2,4,4,4,5,4,2,2,3,1,3,4,1,1,4,4,2,2,2,4,3,1,4,4,2,2,2,3,2,2,4,3,2,4,4,2,4,5,4,4,1,4,2,4,4,4,2,2,1,1,4,1,1,2,1,2,2,2,5,4,4
278,GP,M,17,R,GT3,T,3,4,at_home,other,course,yes,no,mother,3,2,0,no,no,no,no,yes,no,5,4,5,2,4,5,0,10,0,0,mother,3,2,0,no,no,no,no,yes,no,5,4,5,2,4,5,2,10,9,10,4,3,3,4,2,3,4,2,2,2,2,2,2,3,3,5,2,3,4,4,5,3,4,1,1,2,1,1,4,5,5,4,5,4,3,2,4,2,3,4,2,4,4,1,1,4,1,3,1,2,5,2,2,1,4,1,3,1,1,3,5,3,3,3,3,3,3,3,4,4,2,4,2,5,5,4,4,2,5,1,2,1,4,1,4,4,3,4,2,4,3,4,4,2,3,3,3,3,2,3,3,2,2,4,2,3,5,0,2,3,2,2,3,5,4,2,5,5,5,5,1,2,2,4,3,4,2,3,5,4,4,3,2,5,4,5,3,5,2,5,4,4,3,4,1,4,2,2,4,4,5,5,5,4,5,4,4,4,3,4,1,4,4
279,GP,M,17,R,LE3,A,4,4,teacher,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,3,3,3,2,3,4,2,10,11,12,mother,2,2,0,no,yes,no,no,yes,no,3,3,3,2,3,4,0,12,12,12,2,4,3,3,4,4,4,4,2,3,4,4,4,4,4,3,4,4,3,4,1,3,3,3,5,3,5,4,4,2,3,2,2,4,4,3,3,4,4,1,2,1,3,3,4,4,4,4,3,1,3,3,3,5,4,4,5,4,3,1,3,3,4,3,3,5,3,3,2,3,2,3,1,3,4,3,3,4,4,3,3,2,2,3,4,4,3,3,1,3,3,3,5,2,2,3,3,3,1,4,2,3,3,2,3,2,2,3,3,3,2,5,3,3,4,2,3,1,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3,3,3,5,5,2,5,5,3,5,3,5,4,3,5,3,2,2,4,3,3,4,3,4,3,4,3,5,3,4,4
28,GP,F,15,U,GT3,T,4,4,services,teacher,other,no,yes,father,1,2,1,yes,yes,no,yes,yes,no,4,4,4,1,1,3,2,7,7,7,father,1,2,0,yes,yes,no,yes,yes,no,4,4,4,1,1,3,2,13,12,12,4,5,3,4,4,2,4,1,1,2,5,5,5,5,4,3,2,4,2,4,2,1,1,1,1,1,1,1,5,5,5,5,5,2,4,5,2,2,3,3,1,3,2,2,2,5,2,4,3,1,5,1,4,2,2,1,1,2,4,5,5,4,5,1,1,2,1,4,5,5,1,4,4,4,5,4,2,2,2,4,2,1,2,5,5,5,5,5,1,1,1,3,3,4,5,5,5,4,4,3,1,1,1,3,4,2,3,2,3,3,3,3,4,5,5,5,5,5,2,5,1,1,1,5,4,5,4,3,1,1,1,1,1,4,4,4,5,4,5,5,2,2,2,3,1,1,4,1,5,3,5,5,5,4,4,4,4,4,4,1,1,1,2
280,GP,M,17,R,LE3,T,1,1,other,services,course,yes,no,mother,4,2,3,no,no,no,yes,no,yes,5,3,5,1,5,5,0,5,8,7,mother,4,2,0,no,no,no,yes,no,yes,5,3,5,1,5,5,0,8,8,8,4,2,4,4,2,2,4,4,3,2,4,4,5,5,4,4,4,4,2,2,4,1,2,2,2,2,2,2,3,5,4,2,4,2,1,4,2,2,3,4,4,4,4,1,1,2,1,2,1,4,5,2,2,4,5,5,4,5,2,1,2,2,1,2,1,1,1,1,5,5,5,5,5,5,4,5,2,2,4,1,1,1,2,2,4,4,3,4,4,2,3,2,2,4,4,3,4,3,2,2,5,2,2,4,4,5,4,4,2,2,2,2,2,4,4,4,5,5,4,4,2,2,2,5,3,4,3,1,2,1,1,1,2,5,4,5,5,5,5,5,1,1,1,5,3,5,5,5,1,1,2,2,5,4,2,4,4,4,2,3,0,4,4
281,GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,mother,1,1,0,no,no,no,no,yes,no,2,2,2,3,3,5,8,16,12,13,mother,1,1,3,no,no,no,no,yes,no,2,2,2,3,3,5,14,9,8,10,2,1,1,2,3,3,1,5,4,1,5,5,5,5,5,4,5,5,2,2,1,2,2,4,5,4,3,2,2,2,1,1,2,3,5,4,5,4,4,1,1,1,1,1,1,4,1,5,1,2,5,3,5,3,2,1,2,1,4,4,5,4,4,3,1,3,2,3,4,3,1,5,3,5,5,5,4,1,4,5,3,1,1,5,4,3,4,5,4,3,2,2,4,4,5,5,5,4,5,3,2,1,1,4,5,3,5,3,2,2,1,2,4,2,2,1,3,4,1,2,2,4,4,4,5,5,5,2,1,1,2,2,2,5,5,5,5,5,5,5,3,3,1,4,3,4,5,4,2,4,3,4,3,2,2,5,5,2,4,3,2,2,1
282,GP,M,17,R,LE3,T,2,1,at_home,other,course,yes,yes,mother,2,1,2,no,no,no,yes,no,yes,3,3,2,2,2,5,0,7,6,0,mother,2,1,1,no,no,yes,yes,no,yes,3,3,2,2,2,5,8,8,8,9,4,5,4,5,5,5,5,4,1,3,4,4,2,5,4,3,3,4,4,2,2,2,2,5,5,5,5,3,2,2,1,2,2,2,2,4,4,4,4,3,2,3,2,5,4,5,5,5,5,1,2,2,2,4,4,4,4,5,2,4,4,2,3,5,4,5,5,4,1,1,1,1,1,4,4,4,2,4,4,2,3,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4,3,5,2,2,2,1,1,1,2,2,5,5,4,5,5,2,2,2,3,2,2,2,3,4,4,4,5,5,2,5,3,2,4,2,3,2,2,4,3,4,3,4,5,5,2,2,4,4,1,4,2,4,4,2,4,2,2,2,2,2,3,4,4,4,5
283,GP,M,17,U,GT3,T,1,1,other,other,reputation,no,yes,father,1,2,0,no,no,yes,no,yes,no,4,3,3,1,2,4,2,12,10,11,father,1,2,0,no,no,no,no,yes,no,4,3,3,1,2,4,0,12,12,12,5,5,5,4,5,4,5,2,2,2,4,4,4,4,4,4,4,4,3,2,2,2,3,4,4,4,2,3,4,3,1,2,2,4,4,5,2,4,4,2,1,2,1,4,4,5,3,5,4,1,3,4,3,3,4,5,4,5,3,3,3,3,3,4,4,4,5,5,2,2,1,2,2,4,3,4,2,1,5,3,4,2,2,2,3,3,3,3,2,2,4,4,4,4,4,3,4,3,3,4,3,2,2,2,2,1,4,3,3,3,3,3,5,5,4,4,4,4,4,4,1,2,3,3,4,4,4,5,4,3,3,3,2,2,4,2,3,2,2,2,3,3,5,4,4,4,4,4,2,1,2,2,3,3,3,3,3,3,4,4,3,3,4
284,GP,M,17,U,GT3,T,1,2,at_home,services,other,no,yes,other,2,2,0,no,no,yes,yes,yes,no,4,4,4,4,5,5,12,7,8,8,other,2,2,0,no,no,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12,2,4,4,2,3,3,4,2,2,2,4,3,2,3,4,4,1,2,3,4,4,2,2,2,3,1,3,2,2,4,4,3,5,2,2,5,5,4,3,3,2,3,2,3,5,4,5,5,4,1,2,1,1,3,3,5,4,4,2,4,4,2,4,4,4,4,3,4,2,2,1,2,2,3,0,2,3,4,5,1,2,1,2,2,4,3,4,2,1,3,3,2,3,3,4,1,3,1,3,3,2,2,2,4,2,1,2,1,4,5,4,4,4,3,4,4,5,5,4,4,1,2,1,3,2,3,3,3,2,2,2,3,2,3,2,3,2,3,2,2,5,2,3,3,1,3,3,1,2,2,5,5,5,4,4,5,4,3,4,5,2,2,2
285,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,1,3,no,yes,no,no,yes,no,5,4,5,1,2,5,0,5,0,0,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,0,9,9,10,5,4,4,4,5,5,4,4,2,2,4,3,5,5,4,4,2,5,5,2,3,1,2,4,5,4,4,4,2,1,1,1,2,5,2,3,4,5,4,1,2,2,2,3,2,5,1,5,1,1,3,1,5,3,5,3,5,3,1,1,4,2,1,4,3,1,5,4,1,2,2,3,3,4,4,4,2,1,3,5,2,1,4,2,4,3,2,1,1,3,4,3,4,2,3,1,3,2,1,2,4,3,2,3,2,2,5,5,4,2,1,1,3,4,1,2,2,4,3,2,4,5,4,3,3,4,4,1,3,4,2,3,3,4,5,0,5,4,5,5,2,2,1,3,2,5,3,4,1,2,4,3,4,1,1,4,4,2,4,4,4,4,3
286,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,1,1,3,no,yes,no,no,yes,no,5,4,5,1,2,5,0,5,0,0,mother,1,1,0,no,yes,no,no,yes,no,5,4,5,1,2,5,22,9,7,6,4,5,4,4,4,3,5,3,2,2,4,2,5,4,5,3,3,5,4,5,4,2,1,2,4,4,2,4,2,1,1,1,2,4,5,4,2,4,3,3,1,3,1,3,5,4,5,4,3,1,1,2,2,2,4,4,4,4,2,2,1,2,4,4,4,5,4,5,1,2,1,4,2,5,4,4,1,2,5,1,2,2,2,1,1,4,2,3,1,4,4,4,4,5,5,3,5,3,3,4,3,1,1,3,3,1,2,2,4,4,4,4,3,5,4,2,5,4,4,3,1,3,4,2,4,4,4,4,1,1,1,1,1,1,3,4,1,3,4,5,5,5,2,5,1,4,4,4,3,2,1,5,4,3,3,2,4,2,3,2,4,5,4
287,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,2,8,8,10,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,0,9,9,10,5,5,4,5,4,5,5,1,1,2,5,4,4,5,5,0,3,5,1,2,1,1,1,3,4,4,3,2,3,3,2,2,2,5,5,5,4,5,5,1,1,2,1,3,4,4,5,4,2,1,2,1,2,4,3,5,2,5,2,4,4,3,2,5,5,4,4,5,1,1,2,1,1,5,3,5,2,4,5,2,2,2,2,3,4,2,2,2,1,4,4,4,5,2,4,4,4,5,1,2,3,2,2,3,2,4,2,4,3,2,2,4,3,3,2,3,4,3,4,2,2,2,2,4,5,5,4,5,2,1,4,1,2,2,4,2,2,2,2,4,3,3,4,4,4,5,4,4,1,1,1,1,4,2,4,4,4,3,2,4,2,4,5
288,GP,M,17,U,GT3,T,2,1,other,other,home,yes,yes,mother,2,1,3,yes,yes,no,yes,no,no,4,5,1,1,1,3,2,8,8,10,mother,1,1,0,no,yes,no,no,yes,no,5,4,5,1,2,5,22,9,7,6,4,5,5,5,4,3,5,1,1,3,3,1,5,3,3,5,5,4,3,4,5,2,1,1,1,2,2,2,4,5,5,4,4,4,3,4,5,5,4,4,2,4,4,3,3,5,3,5,3,1,3,4,2,3,3,3,3,3,4,3,4,4,4,3,1,3,3,3,4,4,2,4,3,3,5,3,3,4,4,1,2,1,1,1,5,5,4,5,4,1,3,2,3,4,5,3,3,3,4,4,3,2,2,2,2,3,4,2,5,4,5,5,5,5,5,4,5,5,5,5,1,1,2,5,4,4,4,3,1,1,1,1,1,4,2,3,3,4,4,3,3,5,5,2,2,3,4,3,4,4,4,5,4,4,4,4,4,3,2,4,2,4,3
289,GP,M,17,U,GT3,T,2,3,other,other,course,yes,yes,father,2,1,0,no,no,no,no,yes,no,5,2,2,1,1,2,4,12,12,13,father,2,1,0,no,no,no,no,yes,no,5,2,2,1,1,2,2,9,12,13,5,4,5,4,4,5,5,2,3,2,5,4,5,5,5,4,5,4,2,2,2,1,1,1,2,2,4,2,4,5,4,4,4,4,2,2,1,4,2,1,2,1,4,1,1,4,1,4,2,2,4,1,4,2,2,1,1,2,5,4,5,5,2,3,1,1,2,2,3,3,3,4,5,5,5,5,4,4,4,2,1,1,2,4,5,4,4,4,4,3,3,2,2,4,5,5,5,4,4,3,1,1,1,4,5,4,4,2,5,4,4,4,3,3,3,5,5,4,5,3,2,2,2,5,4,5,4,5,1,1,1,1,1,3,4,5,5,5,4,5,2,2,1,2,4,3,4,4,3,3,2,3,3,4,3,4,3,2,2,2,4,3,4
29,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,3,3,3,1,2,2,0,10,8,9,mother,1,2,0,no,yes,no,no,yes,no,3,3,3,1,2,2,2,14,14,14,5,3,5,4,4,4,5,3,1,1,5,4,5,4,4,4,3,3,4,4,3,2,1,1,3,3,2,2,5,5,4,4,5,3,2,3,3,3,3,4,2,3,3,1,2,4,1,4,4,1,5,2,2,3,4,3,4,5,3,3,2,3,4,2,3,3,4,5,4,4,2,5,4,5,5,5,1,5,5,1,1,1,4,4,4,3,2,5,1,3,4,4,5,5,5,5,5,4,4,5,3,2,2,3,4,5,3,5,4,4,3,3,2,4,4,5,5,5,3,4,1,1,1,5,4,4,4,5,2,1,4,2,1,4,5,5,5,5,5,5,3,4,4,3,2,4,5,3,3,4,4,3,4,5,5,4,4,5,4,4,2,4,4
290,GP,M,17,U,GT3,T,3,1,services,other,other,yes,yes,mother,1,2,0,no,no,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,mother,1,2,0,no,no,no,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,4,4,4,4,4,4,4,2,2,2,3,3,4,5,3,4,4,4,5,2,2,3,2,4,5,4,4,4,3,4,1,4,4,3,4,4,4,4,3,2,2,3,4,3,1,2,2,2,4,1,4,2,1,5,5,5,4,4,2,1,1,2,4,2,1,4,4,4,2,2,5,4,4,4,1,4,4,1,5,2,2,1,4,4,4,4,1,4,2,4,3,4,4,3,4,3,1,5,4,2,3,2,2,4,2,5,2,2,2,2,4,4,4,1,1,4,4,2,4,2,4,3,4,4,4,4,4,4,2,4,2,4,3,1,5,4,4,4,4,5,4,5,2,5,4,4,4,4,2,4,1,5,4,4,4,3,3,4,4,2,4,5,5
291,GP,M,17,U,GT3,T,3,2,services,services,course,yes,yes,mother,1,1,3,no,yes,no,yes,yes,no,5,5,5,2,4,5,16,6,5,5,mother,1,1,3,no,yes,yes,yes,yes,no,5,5,5,2,4,5,2,8,8,7,4,4,4,5,2,4,4,1,1,4,3,3,5,4,4,3,4,4,4,4,3,1,1,1,5,4,4,3,4,2,1,1,2,3,1,4,4,3,5,1,2,2,1,3,5,5,4,4,4,4,4,1,1,3,4,3,3,3,3,3,4,3,4,4,4,1,4,2,2,1,2,2,2,1,3,1,1,2,4,1,5,5,2,2,4,5,3,3,1,2,4,4,2,4,4,3,4,5,3,4,3,3,2,4,4,4,2,2,3,3,2,1,4,5,2,2,4,4,5,4,3,5,4,3,4,4,3,4,4,1,3,3,3,3,4,4,4,3,5,4,4,5,3,5,1,4,3,4,2,1,1,1,2,4,2,3,4,2,4,3,3,4,4
292,GP,M,17,U,GT3,T,3,3,health,other,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,no,4,4,3,1,3,5,4,14,12,11,mother,1,1,0,no,yes,no,no,yes,no,4,4,3,1,3,5,0,14,15,15,4,4,4,4,4,4,5,3,3,1,3,4,4,4,2,2,4,4,3,3,2,3,2,3,4,4,2,3,3,2,1,3,2,4,3,4,3,4,4,4,2,3,2,5,4,3,4,4,4,3,3,2,2,4,4,5,5,2,2,4,4,3,3,4,4,4,3,3,5,2,3,4,2,3,3,3,2,4,4,1,2,3,2,3,3,3,3,3,2,3,3,3,4,3,2,3,5,5,3,5,2,4,4,3,3,2,2,3,3,4,4,4,2,3,2,3,5,3,3,4,3,3,4,4,4,4,3,4,3,3,3,3,3,3,3,5,3,4,4,5,4,4,5,4,4,4,4,4,2,3,2,2,4,3,2,3,3,3,3,2,3,4,4
293,GP,M,17,U,GT3,T,3,3,other,other,reputation,no,yes,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,6,5,6,father,1,2,0,no,no,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10,4,4,5,5,4,4,3,2,1,2,5,4,4,3,4,3,3,2,3,2,3,2,1,2,4,2,3,4,4,3,2,2,3,2,2,4,3,2,2,3,2,4,1,1,1,5,1,4,2,1,5,2,3,2,1,1,1,1,4,4,3,3,3,3,2,3,1,1,3,4,2,5,3,4,3,4,4,5,4,2,3,3,1,3,2,2,2,4,1,2,4,3,4,5,5,3,5,5,2,4,1,1,1,3,4,4,5,4,3,2,1,2,4,3,2,3,2,3,2,3,4,3,3,5,4,4,4,4,1,1,1,2,1,4,4,5,5,4,5,5,3,2,1,1,2,4,1,2,4,2,2,3,4,3,1,1,2,2,2,1,4,3,5
294,GP,M,17,U,GT3,T,3,3,other,services,reputation,no,yes,mother,1,1,0,no,no,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,mother,1,1,0,no,no,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,5,5,4,4,5,4,5,2,1,1,5,2,5,5,5,4,4,4,1,1,1,1,2,4,5,5,4,5,1,2,1,1,1,5,5,4,5,5,5,2,1,2,1,4,5,5,5,5,2,1,1,2,2,4,3,3,4,4,3,2,2,2,1,5,5,5,5,5,1,1,1,1,1,5,5,5,1,3,4,2,2,2,1,1,4,2,2,4,2,2,2,2,2,2,2,5,3,4,2,3,3,4,4,2,2,1,4,2,3,5,1,4,4,1,1,1,2,4,2,2,4,5,5,4,5,5,5,0,1,2,1,1,1,1,1,2,1,2,1,2,5,5,1,2,5,4,3,2,2,4,2,2,4,2,1,2,4,1,2,1,4,4,2
295,GP,M,17,U,GT3,T,3,3,services,services,other,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,12,12,12,11,mother,1,2,0,no,yes,no,yes,yes,yes,4,3,4,2,3,4,6,11,13,14,4,5,4,3,5,5,3,3,1,2,5,2,4,3,3,4,4,4,5,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,4,3,2,4,4,2,4,3,1,1,3,1,5,2,3,5,4,3,5,4,5,5,4,2,4,3,2,2,3,1,1,5,4,4,3,3,5,5,5,4,5,2,5,5,1,1,1,4,3,3,3,3,5,1,3,5,4,4,3,5,4,5,4,3,5,3,2,2,5,2,1,4,4,4,4,3,5,4,5,3,4,3,4,5,4,3,4,5,5,5,5,3,4,2,5,3,1,5,3,5,5,4,5,5,5,4,4,3,3,4,5,4,4,3,3,3,2,3,4,4,2,2,1,4,2,3,4,4
296,GP,M,17,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,5,2,3,1,1,2,4,10,10,11,mother,1,2,0,no,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13,2,4,2,5,3,3,4,4,1,2,2,4,3,3,5,3,1,4,5,5,5,1,5,2,2,2,3,2,5,5,5,5,3,2,2,2,2,3,4,4,2,4,3,2,4,4,5,5,4,1,2,2,2,3,4,1,4,4,4,2,5,3,3,5,3,2,2,2,4,3,2,5,4,5,5,4,1,4,3,1,3,1,2,2,4,3,1,2,1,5,4,5,4,5,3,4,4,3,2,3,3,2,2,4,5,2,5,5,2,2,1,2,3,5,2,3,5,5,5,3,1,3,2,4,4,4,2,5,4,3,3,2,3,3,2,0,3,2,2,3,5,4,5,5,1,3,3,2,5,4,5,5,5,5,2,3,3,3,3,2,1,5,2
297,GP,M,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,17,15,16,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,13,13,14,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,3,4,2,4,3,3,2,3,4,4,3,2,2,3,2,2,2,2,2,2,4,3,4,4,2,4,4,4,3,2,2,2,2,2,4,4,4,4,4,2,2,5,2,2,3,3,2,3,2,4,3,3,4,4,2,2,2,2,2,3,2,4,3,2,2,4,4,2,2,2,4,4,4,4,3,2,3,3,3,2,3,3,3,3,3,4,2,4,4,3,2,4,2,3,4,2,3,5,4,4,4,2,2,3,2,3,4,2,3,4,3,3,3,4,2,2,2,2,3,2,3,4,4,3,3,3,3,3,3,4,4,3,3,4,4,2,2,3,3,2,3,4,4,2
